nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
3	0.81120	20.60188	0.41000	0.00000	0.75005	2.45578	1.96428	4.72624	0.61610	0.00344	0.03441	3.08370	0.10837	0.10837	0.00690	0.00717	1.77794	0.19496	252.98032	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
3	0.95862	54.78072	0.66065	0.00000	0.75005	2.25854	3.46705	2.80639	0.17611	0.04822	0.02392	3.08370	0.20801	0.20801	0.01376	0.01376	0.48264	0.32164	221.01786	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
3	0.58463	162.95757	0.20679	0.00000	0.75005	1.27522	2.58504	5.75334	0.05605	0.40755	0.05477	3.08370	0.43024	0.43024	0.02270	0.02846	0.11281	0.07659	158.99407	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
3	1.11424	341.41053	3.00300	0.00000	0.75005	2.14150	0.99432	0.77776	0.12365	0.20306	0.07158	3.08370	0.70444	0.70444	0.03468	0.04659	0.04208	0.05844	121.96801	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
4	0.95540	54.90145	0.68863	0.00000	1.49283	4.88924	1.96204	3.13593	0.33294	0.56903	0.09666	281.82626	0.20831	0.20831	0.00528	0.01378	0.48123	0.93011	209.49948	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
4	1.33209	134.19930	12.30552	0.00000	1.49283	5.95415	3.65326	3.60913	0.50180	0.38238	0.03782	281.82626	0.37800	0.37800	0.01404	0.02500	0.14615	0.02169	144.57864	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
4	0.61186	302.39979	0.08302	0.00000	1.49283	1.80982	5.29261	5.34494	0.02975	0.43732	0.05637	281.82626	0.64970	0.64970	0.01538	0.04297	0.04947	0.93888	130.27543	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
5	1.26640	11.47381	1.71530	0.00000	1.49305	6.08371	2.79111	5.92786	0.00005	0.32221	0.05592	0.58634	0.07336	0.07336	0.00370	0.00485	3.88016	0.06421	390.62605	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
5	0.68785	22.28864	0.20254	0.00000	1.49305	2.66335	1.41088	6.10878	0.42601	0.43635	0.07206	0.58634	0.11421	0.11421	0.00254	0.00755	1.60084	0.00423	272.50063	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
5	1.28904	36.10219	1.36537	0.00000	1.49305	3.65005	5.25992	5.72848	0.34597	0.24096	0.01404	0.58634	0.15752	0.15752	0.00081	0.01042	0.84155	0.99700	239.73041	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
5	0.60018	140.50564	0.21555	0.00000	1.49305	4.39076	1.83295	5.87261	0.67822	0.51610	0.00623	0.58634	0.38975	0.38975	0.00430	0.02578	0.13747	0.00050	127.64247	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
5	1.26074	386.10081	3.13020	0.00000	1.49305	1.20366	3.21448	2.71289	0.35876	0.49861	0.01296	0.58634	0.76464	0.76464	0.04743	0.05058	0.03572	0.51136	108.27394	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
7	0.56495	27.67770	0.09800	0.00000	1.14453	3.70215	1.91615	0.47921	0.01907	0.43234	0.09504	361.79306	0.13195	0.13195	0.00686	0.00873	1.19937	0.07226	289.86931	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
7	2.31027	89.86555	7.48011	0.00000	1.14453	0.78745	2.05984	1.30862	0.10015	0.27052	0.05455	361.79306	0.28933	0.28933	0.01873	0.01914	0.24946	0.42741	191.57873	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
7	2.37424	328.13610	13.93632	0.00000	1.14453	1.46352	2.45664	4.85163	0.30960	0.17314	0.07043	361.79306	0.68606	0.68606	0.02849	0.04538	0.04437	0.03169	116.43766	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
8	0.73472	5.72702	0.31966	0.00000	2.41785	0.92797	1.03695	4.52956	0.07541	0.31730	0.02347	175.47714	0.04616	0.04616	0.00275	0.00305	9.79992	0.56642	482.88794	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
8	0.68917	189.22432	0.11569	0.00000	2.41785	4.21396	2.46934	4.46205	0.13902	0.17376	0.05961	175.47714	0.47531	0.47531	0.02882	0.03144	0.09243	0.14420	147.82838	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
8	2.09913	373.99158	5.36760	0.00000	2.41785	0.99428	1.66686	2.03515	0.16337	0.44118	0.05038	175.47714	0.74857	0.74857	0.04634	0.04951	0.03727	0.51423	116.95393	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
9	3.33948	21.02706	7.02884	0.00000	2.24165	3.49417	4.74071	2.82066	0.51864	0.49900	0.02613	1.65915	0.10986	0.10986	0.00481	0.00727	1.73017	0.03800	265.88509	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
9	0.56277	76.63999	0.10648	0.00000	2.24165	0.90489	5.52925	3.02310	0.07529	0.07873	0.00408	1.65915	0.26019	0.26019	0.01377	0.01721	0.30845	0.07757	203.40025	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
9	0.95200	100.80468	0.68863	0.00000	2.24165	3.44488	4.51700	5.22919	0.02923	0.30702	0.01433	1.65915	0.31235	0.31235	0.02002	0.02066	0.21404	0.45183	187.91195	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
9	6.12339	303.53984	39.31412	0.00000	2.24165	2.48998	3.04702	2.77357	0.31518	0.13283	0.08241	1.65915	0.65133	0.65133	0.04036	0.04308	0.04922	0.51274	119.25915	564	0.39300	0.40000	3500.00000	15.11860	M	259.17075	8.05839	29.35802	24.70576	
0	3.17479	2.05161	12.82673	0.00000	1.12135	4.95798	4.49294	3.02453	0.75462	0.29806	0.06119	0.15206	0.01559	0.01559	0.00066	0.00126	6.66887	0.01754	314.79506	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
0	0.52499	5.51312	0.06082	0.00000	1.12135	2.67619	5.96386	0.27499	0.20532	0.30099	0.05257	0.15206	0.03013	0.03013	0.00243	0.00243	1.78505	0.33852	303.74878	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
0	1.51856	26.42811	5.36760	0.00000	1.12135	5.62895	3.65199	4.74963	0.71555	0.35490	0.02223	0.15206	0.08565	0.08565	0.00442	0.00692	0.22085	0.03373	139.34085	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
0	1.35025	72.49988	1.82542	0.00000	1.12135	5.68875	5.60296	5.44079	0.62238	0.14311	0.02787	0.15206	0.16785	0.16785	0.00592	0.01356	0.05751	0.90923	106.84424	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
0	0.96423	276.71065	0.97977	0.00000	1.12135	0.68876	1.33952	0.98045	0.50475	0.49247	0.02911	0.15206	0.40994	0.40994	0.02490	0.03312	0.00964	0.06070	73.16392	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
1	0.86701	60.09826	0.50451	0.00000	2.11975	0.39929	0.29793	2.60997	0.32459	0.44211	0.09316	8.79797	0.14812	0.14812	0.01173	0.01197	0.07385	0.22577	131.53372	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
1	0.68560	108.04919	0.31310	0.00000	2.11975	2.06539	5.38695	1.23877	0.55409	0.50834	0.06917	8.79797	0.21900	0.21900	0.01695	0.01770	0.03378	0.18820	97.50726	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
3	0.81420	13.82152	0.51508	0.00000	0.81324	4.93407	6.18978	2.53234	0.65459	0.02087	0.00237	227.39556	0.05560	0.05560	0.00397	0.00449	0.52413	0.11933	181.54991	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
3	1.31618	60.05384	1.98333	0.00000	0.81324	5.76374	0.92917	1.18156	0.72206	0.53200	0.07794	227.39556	0.14804	0.14804	0.00936	0.01196	0.07393	0.07082	105.37532	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
4	1.13872	8.05240	1.39399	0.00000	1.71094	3.35523	3.67554	1.51064	0.51404	0.08288	0.03718	257.03224	0.03878	0.03878	0.00148	0.00313	1.07716	0.89349	236.74170	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
4	1.19795	68.48128	1.48349	0.00000	1.71094	4.92310	3.98126	2.97169	0.36238	0.50349	0.00203	257.03224	0.16159	0.16159	0.01030	0.01306	0.06205	0.07325	124.13164	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
5	0.63342	3.47380	0.30667	0.00000	0.44123	3.59555	0.63055	2.03495	0.46239	0.07501	0.05462	3.48615	0.02214	0.02214	0.00175	0.00179	3.30450	0.22657	321.32686	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
5	1.88423	14.62212	2.59716	0.00000	0.44123	3.18579	1.18229	4.07779	0.02275	0.13335	0.07506	3.48615	0.05773	0.05773	0.00434	0.00466	0.48622	0.52200	231.08069	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
5	1.62740	126.75518	7.17616	0.00000	0.44123	2.66359	5.13887	4.35106	0.63501	0.22856	0.02201	3.48615	0.24360	0.24360	0.01968	0.01968	0.02730	0.33233	87.93903	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
7	1.19378	0.68299	1.28300	0.00000	1.30576	0.53673	1.81681	1.21921	0.34437	0.01175	0.00903	9.46227	0.00749	0.00749	0.00060	0.00060	28.90434	0.26911	580.71001	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
7	0.99791	5.71034	0.41000	0.00000	1.30576	3.33733	1.09093	0.67439	0.31172	0.15334	0.03823	9.46227	0.03084	0.03084	0.00080	0.00249	1.70332	0.00368	289.61427	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
7	3.36789	13.97915	7.79694	0.00000	1.30576	2.85458	5.30868	3.25628	0.21538	0.01528	0.08030	9.46227	0.05602	0.05602	0.00309	0.00453	0.51626	0.04239	222.04304	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
7	1.52560	284.99044	3.33116	0.00000	1.30576	1.24975	0.53647	1.69428	0.27367	0.20485	0.00672	9.46227	0.41807	0.41807	0.02186	0.03378	0.00927	0.03518	79.72699	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
8	0.68239	8.11690	0.18259	0.00000	0.98488	1.27751	1.52465	5.12082	0.03650	0.30349	0.09563	25.39595	0.03899	0.03899	0.00301	0.00315	1.06576	0.18464	280.17640	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
9	1.11832	2.39495	1.54632	0.00000	0.30806	0.06186	2.70198	2.45100	0.01048	0.38680	0.02457	640.33533	0.01728	0.01728	0.00134	0.00140	5.42565	0.46748	423.66500	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
9	1.07855	13.45135	6.46922	0.00000	0.30806	0.67968	1.59192	2.37592	0.15525	0.48770	0.02628	640.33533	0.05460	0.05460	0.00430	0.00441	0.54345	0.43774	229.10045	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
9	0.80302	123.63124	0.48401	0.00000	0.30806	3.71830	2.47301	3.86944	0.77098	0.58081	0.04321	640.33533	0.23958	0.23958	0.01935	0.01936	0.02823	0.30938	78.92081	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
9	8.62343	486.45556	47.38279	0.00000	0.30806	1.88240	4.29987	3.61170	0.23596	0.35370	0.06404	640.33533	0.59712	0.59712	0.04598	0.04825	0.00454	0.18166	67.56100	565	0.14900	0.12000	3000.00000	12.37633	M	259.43371	11.67012	33.09068	26.02383	
0	0.52481	1.87178	0.15150	0.00000	0.62111	0.47074	5.01736	5.21730	0.64067	0.10233	0.01857	1.24484	0.01678	0.01678	0.00086	0.00094	17.44143	0.55774	440.37651	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
0	3.35719	117.45293	4.18489	0.00000	0.62111	3.32649	6.22645	3.56272	0.28042	0.07197	0.01755	1.24484	0.26504	0.26504	0.01457	0.01490	0.06995	0.42888	131.83042	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
0	1.46297	191.43406	3.69518	0.00000	0.62111	2.68263	0.53712	5.85370	0.40808	0.34041	0.08782	1.24484	0.36706	0.36706	0.02059	0.02063	0.03647	0.28767	106.68265	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
0	0.51553	312.70544	0.16460	0.00000	0.62111	4.80099	4.36517	1.60590	0.66190	0.48536	0.09495	1.24484	0.50912	0.50912	0.02815	0.02861	0.01896	0.41276	78.74993	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
1	1.11939	0.79402	2.24617	0.00000	2.06844	0.05713	5.61556	3.08374	0.12698	0.12200	0.00365	4.63246	0.00948	0.00948	0.00043	0.00053	54.71965	0.08262	731.72214	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
1	3.03453	2.15295	12.82673	0.00000	2.06844	5.08488	4.94805	0.55504	0.14098	0.20754	0.05376	4.63246	0.01843	0.01843	0.00081	0.00104	14.47247	0.69032	522.62465	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
1	0.70737	26.30403	0.34018	0.00000	2.06844	2.84381	4.67365	4.46617	0.16928	0.46245	0.00657	4.63246	0.09774	0.09774	0.00532	0.00549	0.51431	0.20456	225.02096	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
1	0.67086	60.47555	0.32636	0.00000	2.06844	3.69419	4.43081	0.50213	0.20562	0.16262	0.04227	4.63246	0.17026	0.17026	0.00492	0.00957	0.16949	0.87370	168.59618	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
1	2.78793	150.79605	6.88456	0.00000	2.06844	0.45342	2.70679	2.93193	0.45637	0.28521	0.05548	4.63246	0.31308	0.31308	0.01494	0.01760	0.05013	0.62774	113.08257	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
1	0.79026	472.86472	0.32636	0.00000	2.06844	4.87220	2.25342	5.99298	0.39797	0.39059	0.01751	4.63246	0.67074	0.67074	0.02201	0.03770	0.01092	0.02472	79.25488	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
2	0.51129	0.97845	0.17517	0.00000	1.19662	0.24114	4.89134	0.05419	0.55201	0.10781	0.05121	4.22631	0.01089	0.01089	0.00026	0.00061	41.41911	0.91437	577.65931	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
2	1.29383	1.80746	2.24617	0.00000	1.19662	4.68060	0.55747	4.83557	0.23084	0.34989	0.04865	4.22631	0.01640	0.01640	0.00064	0.00092	18.27376	0.76768	538.90799	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
2	0.89111	10.04193	1.15661	0.00000	1.19662	3.47894	5.64601	1.44334	0.67445	0.05192	0.06451	4.22631	0.05144	0.05144	0.00214	0.00289	1.85708	0.05743	245.42253	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
2	0.70471	14.22779	0.31966	0.00000	1.19662	2.42107	4.82313	6.26865	0.48673	0.41283	0.08933	4.22631	0.06489	0.06489	0.00137	0.00365	1.16700	0.93251	244.85427	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
2	4.54940	83.33740	24.39857	0.00000	1.19662	3.51672	4.76128	5.31981	0.74060	0.39271	0.05576	4.22631	0.21084	0.21084	0.00975	0.01185	0.11053	0.65518	114.52883	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
2	1.65768	379.85029	6.07894	0.00000	1.19662	6.12593	3.49549	6.20739	0.17822	0.03882	0.03745	4.22631	0.57961	0.57961	0.03149	0.03257	0.01463	0.45653	92.15496	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
3	0.91789	35.17554	0.70306	0.00000	1.64808	5.95917	5.36588	5.96492	0.63443	0.41718	0.00467	1.07938	0.11864	0.11864	0.00225	0.00667	0.34909	0.94577	166.35277	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
4	0.90227	16.76179	0.62079	0.00000	1.50201	2.14643	4.12997	3.88646	0.74268	0.11845	0.02050	4.12502	0.07238	0.07238	0.00071	0.00407	0.93791	0.00058	195.08026	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
4	1.13780	54.19654	1.04267	0.00000	1.50201	2.07354	2.68775	5.35728	0.62386	0.39541	0.03626	4.12502	0.15826	0.15826	0.00179	0.00889	0.19617	0.00088	145.06034	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
4	0.70165	88.45196	0.30038	0.00000	1.50201	3.01773	5.53411	5.39083	0.67886	0.42066	0.04972	4.12502	0.21938	0.21938	0.00121	0.01233	0.10209	0.99525	118.43317	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
6	1.70585	1.77878	2.29325	0.00000	1.87189	5.01102	1.20868	3.56829	0.73460	0.15774	0.04992	3.29329	0.01622	0.01622	0.00028	0.00091	18.66773	0.95608	415.24281	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
6	0.97119	128.28921	1.13287	0.00000	1.87189	4.83849	4.80268	3.33030	0.58808	0.43676	0.08263	3.29329	0.28110	0.28110	0.00626	0.01580	0.06218	0.00707	111.34555	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
7	2.58239	182.03564	5.59494	0.00000	0.49430	5.30623	2.85002	1.62644	0.05206	0.40267	0.00673	9.67989	0.35495	0.35495	0.01770	0.01995	0.03900	0.58345	122.04232	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
8	2.02533	39.97914	3.06594	0.00000	2.14138	4.91954	2.52691	2.06406	0.28742	0.55017	0.01090	2.25647	0.12921	0.12921	0.00399	0.00726	0.29431	0.85560	188.34933	566	0.24300	0.18000	3100.00000	17.79359	M	254.60503	13.96966	33.29235	31.26031	
0	1.23581	1.09584	1.39399	0.00000	0.83576	0.32540	4.08929	3.70573	0.75647	0.19637	0.09937	4.29493	0.01175	0.01175	0.00043	0.00063	35.61156	0.04021	477.62564	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
0	3.75814	67.37023	15.45924	0.00000	0.83576	4.38311	4.93370	4.42329	0.03884	0.07713	0.00621	4.29493	0.18297	0.18297	0.00988	0.00989	0.14677	0.29359	170.57280	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
0	2.71214	144.21253	18.24955	0.00000	0.83576	4.89877	5.28304	3.74060	0.63332	0.35000	0.03289	4.29493	0.30390	0.30390	0.01572	0.01642	0.05320	0.18693	104.01739	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
1	0.64867	0.77625	0.16805	0.00000	0.99173	5.66791	1.76365	2.34776	0.23846	0.43064	0.01090	6.14020	0.00933	0.00933	0.00036	0.00050	56.39664	0.74288	712.50863	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
1	0.97716	13.21627	0.77989	0.00000	0.99173	0.29127	0.63865	3.24127	0.77079	0.01880	0.05003	6.14020	0.06177	0.06177	0.00276	0.00334	1.28758	0.65196	205.14328	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
1	1.51627	48.63697	5.14948	0.00000	0.99173	2.96220	2.60025	3.10495	0.04421	0.20755	0.01221	6.14020	0.14724	0.14724	0.00708	0.00796	0.22662	0.58084	189.87531	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
1	3.23560	93.70324	14.22840	0.00000	0.99173	3.82397	5.09746	2.00915	0.48484	0.57721	0.09061	6.14020	0.22798	0.22798	0.00973	0.01232	0.09453	0.07348	130.74790	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
2	0.62371	29.87487	0.12833	0.00000	2.36454	2.03836	2.42550	0.77096	0.04367	0.02054	0.08931	236.20215	0.10640	0.10640	0.00575	0.00575	0.43402	0.33777	223.40021	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
3	0.51474	2.02831	0.04187	0.00000	1.71810	2.63702	5.14374	2.54638	0.36049	0.52092	0.03124	4.10436	0.01771	0.01771	0.00021	0.00096	15.67025	0.00112	495.20509	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
3	1.05541	5.90163	1.75125	0.00000	1.71810	2.02462	1.94098	5.54999	0.33740	0.26283	0.08910	4.10436	0.03609	0.03609	0.00074	0.00195	3.77246	0.00622	349.96293	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
3	0.80732	67.19091	0.49415	0.00000	1.71810	3.36128	3.85464	5.73518	0.42323	0.59743	0.03340	4.10436	0.18264	0.18264	0.00974	0.00987	0.14729	0.40378	150.26179	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
3	0.58907	88.82863	0.23419	0.00000	1.71810	5.70692	4.80178	3.89771	0.58081	0.27904	0.08397	4.10436	0.22000	0.22000	0.00897	0.01189	0.10151	0.06161	126.41145	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
3	0.59784	217.21595	0.23419	0.00000	1.71810	5.17809	2.38633	2.73982	0.73123	0.40009	0.00330	4.10436	0.39932	0.39932	0.00915	0.02158	0.03081	0.91443	83.96212	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
5	1.21061	3.76033	7.48011	0.00000	0.37703	0.08603	4.42408	0.90500	0.78247	0.55427	0.07888	204.26696	0.02672	0.02672	0.00138	0.00144	6.88049	0.48295	307.84880	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
5	1.59328	13.74777	7.17616	0.00000	0.37703	2.64893	1.92068	3.97409	0.69384	0.57739	0.00012	204.26696	0.06342	0.06342	0.00339	0.00343	1.22164	0.39112	217.65945	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
5	1.28336	154.26057	6.60480	0.00000	0.37703	0.66089	2.24162	5.22783	0.57595	0.53727	0.08142	204.26696	0.31786	0.31786	0.01615	0.01718	0.04863	0.16639	105.47187	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
6	2.55566	77.86588	4.83882	0.00000	2.71479	5.07972	5.94751	0.48674	0.27212	0.24069	0.03625	1.52999	0.20151	0.20151	0.01087	0.01089	0.12100	0.28778	151.62336	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
6	0.88687	284.70189	1.48349	0.00000	2.71479	2.67725	5.61083	2.15225	0.57510	0.03744	0.05432	1.52999	0.47825	0.47825	0.02355	0.02585	0.02148	0.13964	86.02840	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
7	0.74642	155.18867	0.20679	0.00000	1.96790	5.51489	3.83251	3.37245	0.63187	0.09418	0.08615	0.01370	0.31913	0.31913	0.01170	0.01725	0.04824	0.04158	101.60447	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
8	1.98677	17.89597	4.09898	0.00000	2.35286	5.21580	5.33626	4.21057	0.38264	0.21928	0.01772	2.44088	0.07561	0.07561	0.00407	0.00409	0.85950	0.36269	237.54706	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
8	3.09750	72.58408	8.64896	0.00000	2.35286	2.05328	0.87222	5.84754	0.05687	0.48805	0.03415	2.44088	0.19229	0.19229	0.00991	0.01039	0.13288	0.18275	165.60095	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
8	0.50688	312.46724	0.05598	0.00000	2.35286	1.70557	3.60430	0.19685	0.12297	0.23158	0.01735	2.44088	0.50886	0.50886	0.02477	0.02750	0.01897	0.56626	99.96618	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
9	1.63554	36.12407	2.02490	0.00000	2.78566	1.63944	1.26438	5.75418	0.24399	0.01798	0.06482	5.81193	0.12076	0.12076	0.00635	0.00653	0.33692	0.21016	197.72753	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
9	1.81111	221.49469	4.94024	0.00000	2.78566	4.24925	6.15203	0.70260	0.10629	0.16816	0.06703	5.81193	0.40455	0.40455	0.02147	0.02186	0.03002	0.22975	112.64503	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
9	2.20153	419.66565	5.04378	0.00000	2.78566	1.91897	0.18752	0.37940	0.13151	0.05416	0.02855	5.81193	0.61944	0.61944	0.03288	0.03348	0.01281	0.23033	90.38371	567	0.24300	0.18000	3100.00000	18.50406	M	261.91616	14.48386	37.02979	24.96442	
0	0.51987	135.73388	0.06747	0.00000	1.04460	2.48723	2.76650	0.39939	0.66103	0.23074	0.09587	254.94895	0.32993	0.32993	0.01683	0.01683	0.07820	0.32888	112.30335	568	0.29100	0.26000	3250.00000	19.59858	M	255.25883	8.20734	27.58806	28.24274	
2	0.53151	20.80431	0.09020	0.00000	0.27313	0.58182	3.36264	0.15259	0.10039	0.18864	0.06234	0.79454	0.09449	0.09449	0.00480	0.00482	0.95333	0.36908	267.84125	568	0.29100	0.26000	3250.00000	19.59858	M	255.25883	8.20734	27.58806	28.24274	
2	1.66699	69.00375	7.48011	0.00000	0.27313	3.10334	1.25561	3.21096	0.47590	0.24257	0.00210	0.79454	0.21016	0.21016	0.01035	0.01072	0.19273	0.46009	156.90826	568	0.29100	0.26000	3250.00000	19.59858	M	255.25883	8.20734	27.58806	28.24274	
